      DATE         TIME     LAT.   LONG.  DEPTH    MAGNITUDE            
                   (GMT)    (N)    (E)    (km)       (Local)
 2021 JAN 23   15 23 17.4 38.3931 22.0409   11         1.3
 2021 JAN 23   15 56 49.7 38.8687 21.9406   16         2.0
 2021 JAN 23   16 59 34.8 39.2056 20.3659   19         2.1
 2021 JAN 23   17 00 43.5 39.2075 20.3751   25         2.1
 2021 JAN 23   17 04 18.5 39.2130 20.4501   20         2.2
 2021 JAN 23   17 13 14.7 38.4196 21.9228    9         1.4
 2021 JAN 23   17 20 11.0 39.2029 20.4602   14         2.9
 2021 JAN 23   17 28 35.9 38.8174 21.8564   11         2.0
 2021 JAN 23   17 53 06.0 39.2152 20.4268   29         2.0
 2021 JAN 23   18 40 21.9 38.5680 23.6806    9         2.6
 2021 JAN 23   18 56 49.3 37.1860 20.5435   11         2.8
 2021 JAN 23   19 04 16.3 38.0553 23.7584   13         1.6
 2021 JAN 23   19 21 33.2 37.8781 26.7105   14         3.2
 2021 JAN 23   19 39 17.9 38.3336 22.1150    8         1.4
 2021 JAN 23   20 55 04.1 36.2018 27.5519   12         2.7
 2021 JAN 23   21 00 55.0 37.8745 26.7416    7         2.4
 2021 JAN 23   22 03 13.4 38.3762 22.0999   10         1.0
 2021 JAN 23   22 20 55.7 38.5474 23.7378   15         1.7
 2021 JAN 23   23 32 09.3 35.6955 26.5659   12         2.7
 2021 JAN 24   00 01 07.0 38.3821 21.7781   16         1.6
 2021 JAN 24   00 05 29.8 38.3908 22.0377    9         1.0
 2021 JAN 24   00 13 10.8 38.3725 22.0102   10         1.0
 2021 JAN 24   00 21 41.8 38.3798 22.0303    8         1.9
 2021 JAN 24   01 24 50.2 41.0770 20.8475    2         2.9
 2021 JAN 24   02 17 52.7 36.3922 21.7987    5         2.4
 2021 JAN 24   03 14 51.0 38.3908 22.0450   15         0.9
 2021 JAN 24   03 29 13.6 37.7151 20.7541   18         2.3
 2021 JAN 24   03 39 12.1 38.4032 22.0573   12         1.5
 2021 JAN 24   03 59 11.6 38.3917 22.0258    8         2.2
 2021 JAN 24   04 29 57.1 35.1260 24.1049   21         2.0
 2021 JAN 24   04 57 47.8 37.7834 20.7536   17         2.6
 2021 JAN 24   05 01 48.0 38.3885 22.0628    6         1.7
 2021 JAN 24   06 46 12.3 36.5900 23.1354   22         3.4
 2021 JAN 24   08 52 13.7 36.5950 23.0965   19         2.0
 2021 JAN 24   09 51 42.8 34.9438 22.8296   35         2.9
 2021 JAN 24   12 00 54.0 38.8065 21.9131   48         1.6
 2021 JAN 24   13 05 53.9 38.6105 23.6710   20         1.7
 2021 JAN 24   13 06 52.2 37.2931 20.8392   19         2.5
 2021 JAN 24   14 18 08.1 35.0803 24.1342   26         2.0
 2021 JAN 24   15 52 26.9 39.0239 24.2354   16         2.3
 2021 JAN 24   16 55 35.0 38.5112 21.5327   18         2.1
 2021 JAN 24   18 31 55.8 36.6348 21.5359   39         2.5
 2021 JAN 24   18 51 06.4 38.3830 21.9878    9         1.4
 2021 JAN 24   19 03 48.2 35.6566 26.3246   10         2.9
 2021 JAN 24   19 05 43.2 36.4545 21.2531   15         2.7
 2021 JAN 24   19 39 38.7 38.1779 22.5096   16         2.1
 2021 JAN 24   21 06 39.3 38.3885 21.9997    7         1.4
 2021 JAN 24   22 53 20.5 38.3492 21.9640   13         2.3
 2021 JAN 25   00 20 12.7 38.3629 22.0930   11         1.7
 2021 JAN 25   01 15 17.5 35.6772 26.3443   11         2.6
 2021 JAN 25   01 28 32.2 39.0170 23.5172   11         2.1
 2021 JAN 25   02 27 38.0 37.2391 21.6678   20         1.8
 2021 JAN 25   02 27 56.0 38.3876 22.0363    8         1.0
 2021 JAN 25   03 39 58.8 36.4169 27.0914   13         2.6
 2021 JAN 25   04 46 06.0 38.6032 23.6728   23         2.1
 2021 JAN 25   05 22 56.8 38.3968 22.0409   13         1.8
 2021 JAN 25   05 24 31.9 38.3290 21.9209   11         1.1
 2021 JAN 25   05 54 27.8 38.1944 20.4515   17         2.6
 2021 JAN 25   07 25 07.4 34.7726 25.2951   15         2.8
 2021 JAN 25   07 30 55.8 38.3780 22.0834    7         1.1
 2021 JAN 25   08 04 43.0 38.3395 21.9608   10         1.7
 2021 JAN 25   08 53 09.4 38.4988 21.5103   17         1.5
 2021 JAN 25   09 00 10.8 39.0825 23.4865   14         2.7
 2021 JAN 25   09 40 46.8 38.5030 21.5172   18         1.8
 2021 JAN 25   09 45 33.5 38.5103 21.5300   17         1.8
 2021 JAN 25   12 18 53.2 35.8154 26.0889   67         3.2
 2021 JAN 25   12 33 41.5 36.6042 23.1404   19         3.4
 2021 JAN 25   12 49 54.4 38.3656 22.0583    5         2.3
 2021 JAN 25   13 02 59.8 38.4004 21.9859    6         1.3
 2021 JAN 25   13 08 55.1 40.4343 20.7614    6         3.1
 2021 JAN 25   13 35 27.4 37.7481 20.7852   14         4.0
 2021 JAN 25   13 39 02.4 37.6469 20.8461   20         2.1
 2021 JAN 25   13 39 19.0 37.6620 20.8218   12         2.7
 2021 JAN 25   13 39 44.3 37.6689 20.9468   19         2.4
 2021 JAN 25   13 40 28.7 37.5870 20.8987   23         2.1
 2021 JAN 25   13 40 43.8 37.6108 20.8200   28         2.1
 2021 JAN 25   13 54 34.4 38.3835 22.0303    7         1.7
 2021 JAN 25   14 45 37.8 34.8450 23.3899    9         2.7
 2021 JAN 25   15 38 48.6 37.6469 20.8168   16         2.2
 2021 JAN 25   15 57 34.6 37.7371 20.9390   18         2.2
 2021 JAN 25   16 24 29.3 37.5659 22.5952   58         2.2
 2021 JAN 25   16 35 20.6 36.4243 21.8564    3         2.5
 2021 JAN 25   17 16 46.8 37.6881 20.8800   12         2.3
 2021 JAN 25   19 01 32.4 38.3812 22.0638    5         1.5
 2021 JAN 25   19 02 04.3 36.1359 21.1542   10         3.1
 2021 JAN 25   19 04 08.3 38.3876 22.0015    8         1.5
 2021 JAN 25   19 16 28.7 37.7573 20.8969    9         2.4
 2021 JAN 25   19 24 09.2 34.7644 23.7268   25         2.4
 2021 JAN 25   20 28 52.2 38.4087 21.9383   12         1.3
 2021 JAN 25   20 34 25.8 37.8456 21.4787   20         3.1
 2021 JAN 25   21 44 04.2 38.3794 22.0500    8         1.5
 2021 JAN 25   21 56 27.4 38.8358 20.8841   14         1.4
 2021 JAN 25   21 56 40.6 38.9099 20.8923   27         1.8
 2021 JAN 25   23 54 44.2 35.9395 22.1342    2         3.9
 2021 JAN 26   00 12 21.4 38.3977 22.0500    9         1.3
 2021 JAN 26   00 33 22.9 37.6804 20.8109   22         2.5
 2021 JAN 26   00 53 28.9 37.7151 20.8163   22         2.6
 2021 JAN 26   00 56 43.1 37.6932 20.8218   22         2.4
 2021 JAN 26   01 11 30.9 34.7704 24.0862   23         3.7
 2021 JAN 26   02 11 02.6 37.8090 21.2544   28         3.1
 2021 JAN 26   02 34 55.1 37.8305 21.4865   22         1.7
 2021 JAN 26   02 39 29.8 38.4695 25.5569   15         2.4
 2021 JAN 26   03 28 56.3 36.5936 25.6842   24         2.1
 2021 JAN 26   04 31 19.4 35.3668 24.6661   62         2.2
 2021 JAN 26   07 30 38.3 38.1367 22.6341   18         1.7
 2021 JAN 26   07 39 12.7 38.3990 21.9708    7         1.5
 2021 JAN 26   07 57 55.9 38.3382 21.7424   12         2.0
 2021 JAN 26   09 34 42.4 35.1173 24.4359   25         2.1
 2021 JAN 26   10 09 19.1 38.3867 22.0143    6         1.4
 2021 JAN 26   10 14 27.5 39.7952 24.2056   22         2.4
 2021 JAN 26   10 42 03.8 38.3835 22.0377   11         1.3
 2021 JAN 26   10 52 02.6 38.5712 23.7250   17         2.9
 2021 JAN 26   11 09 26.3 38.3949 22.0454   10         1.4
 2021 JAN 26   11 44 48.2 38.3134 23.4380   10         2.3
 2021 JAN 26   12 09 55.8 38.5666 23.6984   18         1.8
 2021 JAN 26   13 03 12.4 34.8642 25.5624   24         2.7
 2021 JAN 26   14 06 01.6 37.7678 21.4696   26         1.9
 2021 JAN 26   15 38 13.4 38.2700 22.1036    6         1.5
 2021 JAN 26   15 41 44.3 38.4114 22.0665    4         1.4
 2021 JAN 26   17 30 46.1 37.7531 21.0887   29         2.1
 2021 JAN 26   18 38 57.4 37.7953 21.1436    5         2.1
 2021 JAN 26   18 46 46.4 38.5753 23.7007   18         2.8
 2021 JAN 26   19 39 45.0 39.8488 20.6721   12         2.4
 2021 JAN 26   20 10 12.6 34.5474 23.6307   20         2.8
 2021 JAN 26   20 18 29.5 38.7410 22.4831    6         2.0
 2021 JAN 26   20 45 36.1 38.5538 23.7167   12         2.1
 2021 JAN 26   21 15 35.1 37.1439 20.4575    6         2.5
 2021 JAN 26   21 54 16.3 38.3858 22.0848   11         1.8
 2021 JAN 26   23 03 04.0 38.3981 22.4533   10         1.6
 2021 JAN 26   23 09 20.5 37.7884 21.1221   14         2.1
 2021 JAN 26   23 40 45.9 39.4473 20.6570   12         1.6
 2021 JAN 27   00 36 50.8 41.8689 20.7971   35         3.1
 2021 JAN 27   01 08 35.5 38.3908 22.2757   18         1.7
 2021 JAN 27   02 05 58.6 38.5245 24.0665   14         2.0
 2021 JAN 27   02 20 44.2 38.7314 20.5673   15         2.2
 2021 JAN 27   02 35 11.9 38.5670 23.6742   16         1.9
 2021 JAN 27   03 59 02.6 38.3643 22.1045   17         1.7
 2021 JAN 27   04 53 56.7 38.4229 22.0459    7         1.7
 2021 JAN 27   05 01 02.9 37.6611 20.9326   17         2.6
 2021 JAN 27   06 59 08.0 38.3936 22.0459   11         2.0
 2021 JAN 27   07 11 09.5 39.4043 20.4785   14         2.8
 2021 JAN 27   07 45 21.5 38.3730 22.0097    7         1.8
 2021 JAN 27   08 08 09.7 35.0413 26.1971    5         2.7
 2021 JAN 27   08 44 42.9 37.5311 22.2675   14         2.0
 2021 JAN 27   12 10 54.1 38.1299 20.6982   19         2.8
 2021 JAN 27   13 49 57.0 37.6964 22.8044   15         2.2
 2021 JAN 27   14 21 35.2 35.5280 23.0438   29         2.8
 2021 JAN 27   14 40 48.2 38.4883 22.1498   17         3.0
 2021 JAN 27   14 56 50.8 35.0812 23.0402   31         3.0
 2021 JAN 27   16 13 00.0 35.2057 26.4386   74         3.8
 2021 JAN 27   16 20 58.3 38.3890 21.9516    8         1.5
 2021 JAN 27   16 23 36.2 38.7190 22.1544   17         1.7
 2021 JAN 27   16 43 36.8 38.1770 22.1855   57         2.7
 2021 JAN 27   17 35 22.6 37.7669 22.8960   14         1.9
 2021 JAN 27   18 16 02.5 38.3839 22.0354    8         1.8
 2021 JAN 27   19 04 30.4 38.3881 22.0697   10         1.6
 2021 JAN 27   19 13 32.0 37.7792 21.1240   19         2.4
 2021 JAN 27   19 18 09.9 37.9573 20.8708   20         3.2
 2021 JAN 27   19 19 18.0 38.3524 22.1036   10         1.7
 2021 JAN 27   21 21 55.4 37.7536 21.1185   21         2.0
 2021 JAN 27   21 27 04.7 37.2391 20.6772   18         2.4
 2021 JAN 27   22 15 55.3 34.4659 24.1571   27         3.0
 2021 JAN 27   22 44 20.6 38.3940 22.0409   11         1.9
 2021 JAN 27   22 46 35.4 36.1871 29.6246   35         3.3
 2021 JAN 27   23 22 02.2 38.3556 22.0811    3         2.3
 2021 JAN 27   23 33 11.9 38.3931 22.2505    7         1.9
 2021 JAN 28   00 00 37.7 37.7980 21.1070   13         1.9
 2021 JAN 28   00 06 28.6 38.5176 24.1008    9         2.1
 2021 JAN 28   00 26 38.1 39.0189 24.2258   11         2.2
 2021 JAN 28   00 28 01.8 40.3148 24.0450   12         1.8
 2021 JAN 28   00 38 03.3 38.3821 22.1022    4         1.3
 2021 JAN 28   00 40 51.3 38.3647 22.1260   10         0.9
 2021 JAN 28   01 03 18.4 36.5227 25.5226   13         2.3
 2021 JAN 28   01 13 44.2 37.9495 20.8676   19         2.0
 2021 JAN 28   01 54 07.8 38.3830 22.0656    9         1.2
 2021 JAN 28   03 10 40.9 38.8499 21.2709   16         1.6
 2021 JAN 28   03 22 36.1 38.3922 22.0152   12         2.1
 2021 JAN 28   04 25 23.9 38.2530 21.8788   14         1.5
 2021 JAN 28   04 51 50.0 38.5185 24.0852   14         1.9
 2021 JAN 28   04 55 36.7 39.2880 23.6783   11         2.1
 2021 JAN 28   05 39 58.9 37.6309 24.1251    7         1.1
 2021 JAN 28   06 01 21.1 38.3766 22.0601    6         0.6
 2021 JAN 28   06 38 14.8 38.7918 20.5563   11         1.9
 2021 JAN 28   07 25 25.6 37.7193 24.1173   12         2.0
 2021 JAN 28   08 56 35.1 38.3656 24.1145   16         1.7
 2021 JAN 28   08 56 58.6 38.2878 22.2597   11         1.5
 2021 JAN 28   09 28 51.9 38.5213 24.0660   11         2.0
 2021 JAN 28   09 42 46.0 38.8326 23.3336   11         2.0
 2021 JAN 28   10 10 22.7 37.6790 21.4366   11         2.2
 2021 JAN 28   10 10 34.1 38.3372 22.1242    8         1.6
 2021 JAN 28   10 13 25.9 38.8202 23.3551   12         2.0
 2021 JAN 28   10 14 38.1 38.8234 23.3208   14         2.3
 2021 JAN 28   11 26 02.2 38.1468 20.7124   11         1.9
 2021 JAN 28   13 12 05.8 37.9482 21.1125   12         2.6
 2021 JAN 28   13 36 42.2 37.5174 22.0175   16         2.3
 2021 JAN 28   13 55 19.4 38.3931 22.0409   12         1.2
 2021 JAN 28   14 20 33.0 38.3830 21.8587   23         1.7
 2021 JAN 28   14 50 18.7 34.2217 25.3778    5         2.8
 2021 JAN 28   15 33 41.4 35.7230 26.5585   11         2.4
 2021 JAN 28   16 27 09.3 38.3931 21.9804    6         1.7
 2021 JAN 28   17 23 16.0 38.3775 22.1233    6         1.1
 2021 JAN 28   17 50 18.7 37.4872 22.0404    5         2.2
 2021 JAN 28   18 10 47.3 38.4041 22.0399   10         1.3
 2021 JAN 28   18 19 26.9 38.4196 22.0583   12         1.3
 2021 JAN 28   20 01 24.6 38.7886 20.8946   13         1.3
 2021 JAN 28   20 08 11.5 34.1730 25.5377    6         2.5
 2021 JAN 28   20 09 25.9 39.7321 23.3807   52         2.1
 2021 JAN 28   20 37 32.0 37.5169 21.9878   15         1.9
 2021 JAN 28   20 47 05.6 35.8676 21.5817    7         3.0
 2021 JAN 28   21 35 54.1 37.5888 20.7706   21         2.8
 2021 JAN 28   21 40 32.6 38.3739 22.0967   12         1.5
 2021 JAN 28   21 43 52.9 37.5302 20.7724   19         2.3
 2021 JAN 28   21 58 29.8 34.8001 24.8959   32         2.2
 2021 JAN 28   22 06 08.6 37.5906 20.7925   20         2.0
 2021 JAN 28   22 28 51.3 38.4911 21.8028   16         0.8
 2021 JAN 28   23 37 55.5 39.0495 21.4595   15         1.5
 2021 JAN 29   00 04 33.7 38.2732 22.4373   17         1.9
 2021 JAN 29   00 15 46.6 34.2389 25.5157    8         2.3
 2021 JAN 29   00 21 23.2 37.7943 21.1217   15         1.6
 2021 JAN 29   00 23 32.8 37.7989 21.0997   16         2.9
 2021 JAN 29   00 43 26.6 37.7866 21.1148   16         1.7
 2021 JAN 29   00 53 38.9 37.7788 21.1253   16         1.6
 2021 JAN 29   00 57 30.7 39.1525 20.8749   16         3.2
 2021 JAN 29   00 58 10.8 37.7742 21.1610   14         3.1
 2021 JAN 29   01 04 15.6 39.1498 20.8649   17         1.7
 2021 JAN 29   01 05 30.6 39.1379 20.9171   18         1.4
 2021 JAN 29   01 06 33.1 39.1498 20.9161   38         1.2
 2021 JAN 29   01 07 20.8 40.2237 19.8752    6         2.0
 2021 JAN 29   01 12 37.3 37.8030 21.1240   18         1.7
 2021 JAN 29   01 18 53.3 37.7866 21.1221   19         1.3
 2021 JAN 29   01 37 39.4 38.2722 20.5174   19         3.5
 2021 JAN 29   01 47 52.0 37.8030 21.1240   21         2.0
 2021 JAN 29   02 14 53.5 37.7815 21.1162   16         2.0
 2021 JAN 29   02 29 47.5 37.9015 21.3716   17         1.8
 2021 JAN 29   02 55 16.2 39.1548 20.8195   11         2.3
 2021 JAN 29   04 50 49.5 37.7390 24.1562    6         1.0
 2021 JAN 29   04 58 24.2 37.7994 21.1166   15         1.9
 2021 JAN 29   05 20 27.9 34.4476 24.1974   21         3.2
 2021 JAN 29   05 31 44.2 37.7911 21.1652    6         1.6
 2021 JAN 29   06 00 02.1 37.7866 21.1185   18         1.8
 2021 JAN 29   06 29 40.6 34.8093 23.7479   25         2.7
 2021 JAN 29   06 49 29.2 38.6728 22.8323   12         2.2
 2021 JAN 29   08 38 27.1 38.5680 23.6842   17         2.2
 2021 JAN 29   10 49 39.4 38.3340 21.7191   12         1.2
 2021 JAN 29   10 52 04.4 38.3304 22.1841   10         1.3
 2021 JAN 29   11 01 58.6 38.4169 22.0326    6         1.5
 2021 JAN 29   13 19 19.9 34.2726 25.7862   13         2.4
 2021 JAN 29   13 19 27.1 36.2860 24.0912   29         2.4
 2021 JAN 29   13 48 11.0 34.6637 24.7321   24         2.0
 2021 JAN 29   14 04 33.6 38.3638 22.0912   10         2.8
 2021 JAN 29   14 12 43.2 38.3858 22.0299    5         1.3
 2021 JAN 29   14 24 30.5 38.3675 22.0976   10         1.4
 2021 JAN 29   14 30 44.0 38.3693 22.0784    6         1.2
 2021 JAN 29   14 33 06.8 34.8093 25.0443   32         3.7
 2021 JAN 29   15 01 13.0 37.8037 26.8438   12         1.5
 2021 JAN 29   15 14 18.2 38.3606 22.0708    6         1.1
 2021 JAN 29   15 34 51.6 37.8026 26.7110   13         3.4
 2021 JAN 29   15 50 04.1 39.3315 21.2434    4         1.7
 2021 JAN 29   16 01 05.8 38.4421 22.3911   15         1.3
 2021 JAN 29   17 00 26.5 38.2022 22.7225   15         1.6
 2021 JAN 29   17 07 09.2 37.8799 26.3535   15         2.6
 2021 JAN 29   17 10 52.0 34.7704 24.6153   26         2.6
 2021 JAN 29   17 25 19.2 34.4476 24.2487   13         2.1
 2021 JAN 29   17 28 38.7 34.0164 23.9639    7         2.8
 2021 JAN 29   17 31 21.6 38.7955 20.6461    7         1.0
 2021 JAN 29   17 42 39.5 38.3693 22.0830   10         1.6
 2021 JAN 29   17 46 57.2 36.5195 26.7508  100         3.0
 2021 JAN 29   18 09 06.4 37.7847 23.3395   33         1.4
 2021 JAN 29   18 27 53.9 38.9630 21.1688   14         1.9
 2021 JAN 29   18 38 57.9 37.7847 23.3157   24         1.0
 2021 JAN 29   18 40 36.9 37.7774 23.3725   26         1.5
 2021 JAN 29   19 55 09.9 37.8072 23.3867   15         1.4
 2021 JAN 29   20 16 13.1 37.8117 23.3949   13         1.2
 2021 JAN 29   22 07 40.7 36.6861 21.6733   10         2.1
 2021 JAN 29   22 20 36.4 38.5194 21.5254   16         1.0
 2021 JAN 29   22 26 26.9 36.5529 22.8694   14         2.3
 2021 JAN 29   22 32 43.7 38.3885 22.0189    9         1.0
 2021 JAN 29   22 43 59.7 34.8019 25.0443   33         1.5
 2021 JAN 29   22 54 35.7 34.8953 24.5078   32         1.8
 2021 JAN 29   23 33 39.6 35.4135 23.3542   13         2.7
 2021 JAN 29   23 36 42.7 38.4856 20.6859   20         1.9
 2021 JAN 30   01 17 44.7 38.3670 22.1274   11         1.4
 2021 JAN 30   01 26 53.1 36.8399 21.8033   14         1.9
 2021 JAN 30   02 37 29.8 38.1734 20.3600   12         2.2
 2021 JAN 30   03 19 08.2 38.3794 22.0885    9         1.1
 2021 JAN 30   04 03 10.9 38.1683 20.3265   14         2.2
 2021 JAN 30   06 19 57.5 37.5572 21.7854    8         2.1
 2021 JAN 30   06 55 15.5 38.3693 22.0866    5         1.5
 2021 JAN 30   07 25 53.7 38.3510 21.7854    9         1.7
 2021 JAN 30   07 45 21.8 39.1722 20.8525   12         2.2
 2021 JAN 30   09 17 26.1 39.4972 20.1833    5         2.5
 2021 JAN 30   09 28 09.6 36.5968 22.8593    9         2.7
 2021 JAN 30   11 07 01.4 38.1216 21.9351   14         2.2
 2021 JAN 30   12 40 25.7 39.4290 20.3531   29         2.6
 2021 JAN 30   15 12 35.3 34.2792 26.5302    7         3.2
 2021 JAN 30   16 21 02.1 38.3359 22.1988   10         1.7
 2021 JAN 30   17 36 02.5 38.9218 23.2901   20         1.6
 2021 JAN 30   17 51 30.1 38.2059 25.8609   14         2.5
 2021 JAN 30   19 02 35.3 38.3574 22.3027    9         1.0
 2021 JAN 30   19 29 34.0 38.3748 22.1178   11         1.4
 2021 JAN 30   20 10 41.1 38.1532 20.4561   16         1.8
 2021 JAN 30   20 46 01.9 34.7470 24.9216   13         2.0
 2021 JAN 30   21 08 35.9 38.8614 20.5655   16         1.9
 2021 JAN 30   21 26 10.3 34.7672 25.0552   24         2.6
 2021 JAN 30   21 28 39.4 38.5794 23.6966   20         1.7
 2021 JAN 30   22 27 57.5 39.0939 21.3858    6         1.1
 2021 JAN 30   23 00 54.4 34.4879 23.7360   10         1.9
 2021 JAN 30   23 19 45.2 34.8138 26.1823   10         2.6
 2021 JAN 31   00 07 16.1 38.4087 21.9173    8         1.1
 2021 JAN 31   00 18 28.7 34.7690 24.1635   27         2.8
 2021 JAN 31   00 31 05.0 36.3290 22.0468    6         2.3
 2021 JAN 31   01 24 47.6 36.3895 22.0541   18         2.3
 2021 JAN 31   02 17 01.7 35.8257 22.2878    5         2.9
 2021 JAN 31   03 45 41.9 37.9774 21.1290   20         1.3
 2021 JAN 31   04 22 23.5 38.3675 22.0244    9         1.3
 2021 JAN 31   04 29 06.6 39.3466 20.8658   19         1.8
 2021 JAN 31   04 48 41.3 39.1196 21.4078   14         1.5
 2021 JAN 31   05 45 06.9 37.7426 24.1782    8         0.9
 2021 JAN 31   08 07 23.0 37.8873 27.1115   16         3.1
 2021 JAN 31   09 21 39.1 39.3339 20.3736    5         1.7
 2021 JAN 31   09 32 45.7 38.5643 21.6032   17         1.3
 2021 JAN 31   12 38 53.3 37.6854 21.7250   16         2.4
 2021 JAN 31   14 20 14.8 35.4373 27.5565   15         3.7
 2021 JAN 31   15 19 26.0 34.6298 24.6945   33         2.1
 2021 JAN 31   16 54 36.6 38.4059 22.0354   13         1.3
 2021 JAN 31   17 28 07.6 34.6371 24.5993   32         1.8
 2021 JAN 31   21 21 05.5 34.9727 25.1518   19         1.4
 2021 JAN 31   21 42 27.1 38.8930 26.1287   16         3.0
 2021 JAN 31   22 02 19.5 38.9626 26.0692   16         2.8
 2021 JAN 31   22 09 01.2 38.4215 21.9814    8         1.2
 2021 JAN 31   22 12 05.2 38.3322 22.8452   16         1.7
 2021 JAN 31   22 20 51.2 34.9095 26.4070   16         3.4
 2021 JAN 31   22 52 55.1 37.7518 21.0745   33         1.9
 2021 JAN 31   23 42 51.2 37.5046 20.5032    9         2.3
 2021 FEB  1   00 40 13.2 36.3725 22.7376   10         2.6
 2021 FEB  1   00 40 16.5 38.3794 22.0280    7         1.1
 2021 FEB  1   00 50 38.0 38.3780 22.0798    6         1.6
 2021 FEB  1   01 33 59.5 38.3867 22.0821    9         1.9
 2021 FEB  1   01 45 22.3 38.9818 26.0884   13         3.0
 2021 FEB  1   02 49 45.8 38.6897 22.8392   12         2.3
 2021 FEB  1   02 56 57.9 34.8248 25.0616   28         1.7
 2021 FEB  1   03 26 22.8 38.9594 26.0321   15         1.9
 2021 FEB  1   04 04 22.9 38.4032 21.9978    8         2.0
 2021 FEB  1   04 15 57.1 38.0681 22.8658   16         1.8
 2021 FEB  1   04 29 54.9 38.3620 22.1169   11         1.5
 2021 FEB  1   04 33 56.3 37.4226 22.6945   15         1.8
 2021 FEB  1   05 03 24.2 38.9442 26.0957   16         3.8
 2021 FEB  1   05 20 11.8 38.9410 26.0541   15         2.9
 2021 FEB  1   05 46 52.5 38.9273 26.0806   15         4.9
 2021 FEB  1   05 47 54.1 38.9676 26.0550   12         4.8
 2021 FEB  1   05 55 31.7 38.9511 26.0495   11         2.7
 2021 FEB  1   05 58 32.8 38.9438 26.0825   15         2.5
 2021 FEB  1   06 00 05.1 38.9378 26.0683   16         4.5
